combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
1_1_0_1_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	1	G2 & (G3 | G5)	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_0_0_0_1_0_1_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_1_4_1_0_2_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_1_1_3_1_0_0_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_0_4_1_0_0_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_1_1_4_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	2	G2 & G3 & G5	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_1_1_4_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	2	G2 & G3 & G5	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_1_1_4_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	2	G2 & G3 & G5	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_1_0_3_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	1	G2 & (G3 | G5)	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_1_0_3_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	1	G2 & (G3 | G5)	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_0_1_3_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	2	G2 & G3 & G5	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_0_1_3_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	2	G2 & G3 & G5	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_0_1_3_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	2	G2 & G3 & G5	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_0_3_1_0_0_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	1	G2 & (G3 | G5)	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_1_1_1_1_0_1_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	2	G2 & G3 & G5	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_1_1_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_1_1_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_1_1_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_1_4_1_0_0_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	2	G2 & G3 & G5	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_0_0_1_1_0_1_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_1_0_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_0_0_0_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_0_0_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_0_0_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	1	G2 & (G3 | G5)	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_0_0_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	1	G2 & (G3 | G5)	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_1_0_0_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	1	G2 & (G3 | G5)	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_1_1_2_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	2	G2 & G3 & G5	1	G6 & ~G10 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_1_1_2_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	2	G2 & G3 & G5	1	G6 & ~G10 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_1_1_2_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	2	G2 & G3 & G5	1	G6 & ~G10 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_0_3_1_0_2_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	1	G2 & (G3 | G5)	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_0_1_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_0_2_1_0_0_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	1	G2 & (G3 | G5)	1	G6 & ~G10 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_1_1_2_1_0_2_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	1	G6 & ~G10 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_1_1_2_1_0_0_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	1	G6 & ~G10 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_0_0_4_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_0_0_4_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_0_0_4_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_1_1_0_1_0_1_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	2	G2 & G3 & G5	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_0_0_4_1_0_2_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_0_1_0_1_0_1_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	2	G2 & G3 & G5	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_0_1_4_1_0_2_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	2	G2 & G3 & G5	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_1_0_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	2	G2 & G3 & G5	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_1_0_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	2	G2 & G3 & G5	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_1_0_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_1_1_0_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	2	G2 & G3 & G5	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_1_0_4_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	1	G2 & (G3 | G5)	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_1_0_4_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	1	G2 & (G3 | G5)	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_1_0_4_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	1	G2 & (G3 | G5)	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_1_1_3_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	2	G2 & G3 & G5	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_0_1_4_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	2	G2 & G3 & G5	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_0_1_3_1_0_2_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	2	G2 & G3 & G5	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_1_3_1_0_0_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	2	G2 & G3 & G5	3	G7 & ~G10 & ~G6	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_1_0_4_1_0_0_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	1	G2 & (G3 | G5)	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_1_1_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	2	G2 & G3 & G5	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_1_1_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	2	G2 & G3 & G5	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_0_1_1_1_0_0_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	2	G2 & G3 & G5	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	2	G10 | G9 | ~G4	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_0_0_1_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
1_0_0_1_1_0_2_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	2	G4 | (G1 & G2)	1	G2 & (G3 | G5)	4	~G10 & (~G6 | ~G7)	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
1_1_0_2_1_0_2_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	2	~G10 & (G5 | ~G9)	1	G1 | G2 | G4	1	G2 & (G3 | G5)	1	G6 & ~G10 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	4	G10 | G4 | ~G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
0_1_0_0_1_0_1_0_0_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	1	G1 | G2 | G4	1	G2 & (G3 | G5)	2	~G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	1	G8 | (G10 & ~G4)	2	G7 | ~G4 | ~G6	0.96
0_0_1_4_1_0_1_0_1_1	0.07571428571428572	0.96	2	1.0	1.0	0.7	1.0	30	10	3.0	0.0	1.0	1	~G10 & ~G5 & ~G9	2	G4 | (G1 & G2)	2	G2 & G3 & G5	5	G10 & ~G6 & ~G7	1	G4 | G6 | G7	1	G10 & G6 & G8	1	G10 | G4 | G9	1	~G4 | (G6 & G7)	2	G8 | ~G10 | ~G4	2	G7 | ~G4 | ~G6	0.96
